"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"5205","Tomb Keeper Mansion Deluxe Pinball","Nov 15, 2021","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Pinblend Studios","Pinblend Studios"
"5219","The Worst Game Ever","Jan 1, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Sleepy Sheep","Sleepy Sheep"
"5223","Radon Blast","Feb 27, 2021","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","EntwicklerX","EntwicklerX"
"5234","SIK Space Invader Kreature","Jul 24, 2021","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Ajal Game Studio","Brisia Fabiola Aguirre Ponce de Leon, Javier León López, Ramón Alberto Campos Martir"
"5235","梦落凡尘","May 25, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","竹林晚风","冷笑黑妖"
"5239","Ziode Shadow","Nov 11, 2021","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Middle Man Games","Middle Man Games"
"5248","HUMBLE ZOMBIE","May 27, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","SHIBO GAMES","SHIBO GAMES"
"5270","Dominating the skies","Mar 26, 2021","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Swipe claw games","Swipe claw games"
"5286","The Fortress of Varnolis","Oct 12, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Daniel Agerman","Daniel Agerman"
"5297","Shards of Feyra","Jan 10, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Feyra Online","Feyra Online"
"5325","Redaxium","Dec 27, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","redratic","redratic"
"5349","Fate of the Storm Gods","Jan 28, 2021","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Choice of Games","Choice of Games"
"5364","Goddess detective","Jul 20, 2021","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","7miao game","7miao game"
"5379","Lightout","Oct 7, 2021","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","T.H.L Games","T.H.L Games"
"5386","Power Washer Hero","Apr 21, 2021","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Tony","Georges Games"
"5388","LineArt Jigsaw Puzzle - Airplanes","Apr 26, 2021","$0.59","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","LineArtBabe","DIG Publishing"
"5394","Idle Trading Simulator","Sep 2, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","DiamosDev","DiamosDev"
"5400","Survival RPG 3: Lost in Time","Feb 19, 2021","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Bew Games","Bew Games"
"5405","Red Galaxy","Feb 16, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","CSZgames","CSZgames"
"5421","RealityMinds","Aug 30, 2021","$12.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Yutaro Tsuyuki","Gotcha Gotcha Games"
"5447","Stones of Harlath","Aug 19, 2021","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Garage Collective LLC","Garage Collective LLC"
"5457","CELLAR | Roguelike + Quest","Feb 10, 2021","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Pavel Divnenko","Pavel Divnenko"
"5467","Bridge to Another World: Endless Game Collector's Edition","Apr 30, 2021","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Friendly Fox","Big Fish Games"
"5468","Necromancer : Winter","Apr 1, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","DONGBOSS","DONGBOSS"
"5474","Cube Flip","Nov 19, 2021","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Shubham Rajanwar","Bytehop Studios"
"5477","Amneron's Legacy","Jun 17, 2021","$8.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Rythane (JRH)","Rythane (JRH)"
"5478","Flaskoman","Oct 2, 2021","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Flying Islands Team","Flying Islands Team"
"5499","Clan of Death","Oct 1, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Julian Roeckl","Julian Roeckl"
"5517","Edgar's Room","Oct 12, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Jackson Wood, Lewis Spalato","Jackson Wood, Lewis Spalato"
"5533","Witch Stone","Aug 26, 2021","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Crooked Road","Piece Of Voxel"
"5539","Mind Shadows","Apr 15, 2021","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","AMPro","AM Productions"
"5541","Witchcraft U","Dec 9, 2021","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Choice of Games","Choice of Games"
"5553","PRISONER 17","Apr 12, 2021","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","A13","A13"
"5563","Tail Trail","Apr 29, 2021","$7.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Bold Statement Games","Bold Statement Games"
"5573","Retro Classix: Heavy Barrel","Mar 2, 2021","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Data East","Ziggurat, 612 Games"
"5578","MechNest","Oct 22, 2021","$24.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","PoisonGames","PoisonGames"
"5600","Husky's Adventures","Jun 10, 2021","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Kuantuom00","Kuantuom00"
"5601","ASPEN： Uncanny Home","Apr 14, 2021","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Molloy Studio","Molloy Studio"
"5619","All-Inn","Mar 22, 2021","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Heart Art Games","Heart Art Games"
"5648","The Albino Hunter {Revamp}","Dec 23, 2021","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","CherryCo.Studios","CherryCo.Studios"
"5664","Lilith Was Dead","Feb 2, 2021","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Heat Wave Games","Heat Wave Games"
"5671","New Yankee: Under the Genie's Thumb","Apr 12, 2021","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Yustas Game Studio","Alawar Entertainment"
"5675","No Hope","Jul 23, 2021","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Helemon","Helemon"
"5685","The mystery of the planet venus","Nov 4, 2021","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Uvarov Andrei","Uvarov Andrei"
"5701","狗蛋神冒险-搞笑的声控冒险","Apr 23, 2021","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","ZQZ","ZQZ"
"5715","死亡编码-Death Code","Dec 8, 2021","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","橙光游戏","橙光游戏"
"5718","Berserker","Feb 26, 2021","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","One Life Games","One Life Games"
"5731","Osylla","Sep 10, 2021","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Facundo Aviusso","Facundo Aviusso"
"5733","World Racing '95","May 28, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Oli Taylor","Oli Taylor"
"5736","Armed Emeth","Aug 5, 2021","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Hit-Point Co.,Ltd.","KEMCO"
"5745","Million on Mars: Space to Venture","Sep 21, 2021","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Million on Mars Inc.","Million on Mars Inc."
"5785","Parkour Game","Mar 4, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Ready To Play","Ready To Play"
"5791","CRAFTSMAN","Jun 25, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Boom Team","Sweet Games"
"5800","Rope Cow - Rope it to The Cow","Feb 4, 2021","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","JJ Montes","Kendra"
"5805","Robobo TM","Jun 23, 2021","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Diaz Pepper","Diaz Pepper"
"5809","Freyr's Love","Apr 9, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Quince Games","Quince Studios"
"5812","Super Head Ball","Dec 17, 2021","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Seth van Heijster","Seth van Heijster"
"5816","Der Geisterjäger / The Ghost Hunter","Aug 26, 2021","$17.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Graverobber Foundation","Graverobber Foundation"
"5817","PuppeTNetiK - Speedrun Challenge","Aug 10, 2021","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Contraddiction Games","Contraddiction Games"
"5827","Too Many Santas!","Dec 14, 2021","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Oh, a Rock! Studios","Oh, a Rock! Studios"
"5830","Trials of Proelium","Dec 16, 2021","$11.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Retroactive Fort","Retroactive Fort"
"5836","L.S.S II","Mar 12, 2021","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","FossettGaming","FossettGaming"
"5845","Neon Wings: Air Race","May 15, 2021","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Fubenalvo, SXtheOne","Fubenalvo"
"5849","Piozila","Apr 11, 2021","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Mena Mena Games","Mena Mena Games"
"5854","Journey On","Oct 6, 2021","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","BLACK MAGIC","BLACK MAGIC"
"5858","Marble Mage","Sep 7, 2021","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Clay Dragon Games","Clay Dragon Games"
"5882","Woute","Jun 18, 2021","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Laush Dmitriy Sergeevich","Laush Studio"
"5894","Quarantine: Global Pandemic","Jan 13, 2021","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Buck Studios","Buck Studios"
"5896","Retro Classix: Two Crude","Mar 2, 2021","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Data East","Ziggurat, 612 Games"
"5900","Somniphobia","Oct 31, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Ethan Harris-Austin","Ethan Harris-Austin"
"5901","Dangerous Chris","Apr 10, 2021","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","CGN Studios","CGN Studios"
"5920","Fire and Dungeon","Jun 25, 2021","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Crooked Road","Piece Of Voxel"
"5923","Zombie Wars","Jun 3, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","İsmail GÜNGÖR","HOLO GAMES"
"5930","Bullet Wave","Sep 23, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Boom Games","Boom Games"
"5936","Clash Memory Game","Sep 11, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","FI Pixel","Gigantum Games"
"5946","Grim Tales: Trace in Time Collector's Edition","Apr 2, 2021","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Elephant Games","Big Fish Games"
"5951","Babol the Walking Box","Jun 25, 2021","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Gamecom Team","Gamecom Team"
"5961","Water Ball","May 16, 2021","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Stas Paty9mkin","Piece Of Voxel"
"5967","Alien Destroyer","Jul 30, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","RandomSpin","RandomSpin"
"5972","Animus: Revenant","Jul 28, 2021","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Tenbirds","Tenbirds"
"5973","Flesh Eating Geriatric Internet Predator","Jan 28, 2021","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Let's go to the Grindhouse","Let's go to the Grindhouse"
"5979","The Station: Escape Room","Apr 26, 2021","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Exscape","Exscape"
"5984","Snow Survival","Mar 19, 2021","$11.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","3m0 studio","3m0 studio"
"6005","The Handbook","Jun 4, 2021","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Ivories Studios","Ivories Studios"
"6006","Dire Vengeance","Oct 14, 2021","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Magic Shot Games","Magic Shot Games"
"6009","Jeebo & Jerbo vs. Life","Oct 1, 2021","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","StegTech LLC","StegTech LLC"
"6019","Project Boost","Apr 17, 2021","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Immersion Plus","Immersion Plus"
"6024","Bonkey Trek Quimdung Edition","Mar 11, 2021","$5","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","GHXYK2, bankbank","Wainstop James"
"6029","Haunting At Cliffhouse","Apr 1, 2021","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Cindy Pondillo","Cindy Pondillo"
"6030","Just get in through the door","Apr 26, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Ivan Pichugin","Ivan Pichugin"
"6051","Diner Bros Inc","Sep 6, 2021","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","JAYFLGAMES","JAYFLGAMES"
"6079","SPACE DANCE","Jul 20, 2021","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","BIPDIP","Gigantum Games"
"6103","Red Fox and the Four Seasons","Mar 9, 2021","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Boogygames Studios","Boogygames Studios"
"6133","Project : SKYSCAPE","Dec 29, 2021","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Flyleap Studios","Flyleap Studios"
"6136","The Fear Island","Jul 1, 2021","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","André Facchinetti, Rafael Rios","Beonin"
"6143","Tank Quest","Apr 12, 2021","$8.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","David Eshuis","David Eshuis"
"6172","The Chicken's Fall","Sep 24, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Raya Games","Raya Games"
"6189","Slimefrog","Sep 21, 2021","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Jordan Pefianco, Filip Budd","Jordan Pefianco"
"6194","IsoCubes","Jun 4, 2021","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","NanningsGames","NanningsGames"
"6197","Please Duology","Oct 25, 2021","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Somewhat Software","Somewhat Software"
"6215","Witchaven II: Blood Vengeance","Jun 17, 2021","$7.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Capstone Software","SNEG"
"6234","SMFly: Ice Age","Feb 18, 2021","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Dnovel","Dnovel"
"6237","KING PONG","Feb 18, 2021","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Iconik","Iconik, Plug In Digital"
"6238","Y.E.T.I","Jan 29, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Racing Bros","ANPA.US"
"6240","Combined Arms Operations Series","Jun 21, 2021","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Nemeton Singularity Simulations","Nemeton Singularity Simulations"
"6246","Disco Ball","Mar 26, 2021","$24.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Laush Dmitriy Sergeevich","Laush Studio"
"6256","重装燎原","Dec 3, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Lightning Mark","Lightning Mark"
"6261","Devils Gold","Aug 27, 2021","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Succubella Games","Angel And Demons"
"6286","Shawarma or Shaverma","Sep 4, 2021","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Stas Paty9mkin","Piece Of Voxel"
"6292","Us Against Aliens","Nov 4, 2021","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","PancakeGames","PancakeGames"
"6294","PRIMAFLOOWS","Nov 29, 2021","$1.29","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Bartoluw Game","kovalevviktor"
"6296","Down and Out","Dec 14, 2021","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Zatun","Zatun"
"6302","Escape from Nowhere","Jul 17, 2021","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","PancakeGames","Piece Of Voxel"
"6306","Mars parking simulator","Dec 1, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Vitok","Vitok"
"6317","12 locks and keys","Aug 11, 2021","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","teamB","wow wow Games"
"6324","Vaccine Hunter","Mar 17, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Luci Entertainment","Luci Entertainment"
"6329","Gizmos: Interstellar Voyage","Jan 28, 2021","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Oleg Sereda","Oleg Sereda"
"6339","Apolune 2","Apr 1, 2021","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Lost Astronaut","Lost Astronaut Studios"
"6364","Moonshot - The Great Espionage","Jul 30, 2021","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","NimbleBeasts","NimbleBeasts"
"6369","MECHA AND TANK FIGHTING","Mar 15, 2021","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","呜噜噜","呜噜噜"
"6387","Airstrife: Assault of the Aviators","Feb 26, 2021","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Kenisoft Game Studio","Kenisoft Game Studio"
"6398","PhyTetris-Physics Tetris","Oct 25, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","ongmaker熔核工作室","ongmaker熔核工作室"
"6417","知更鸟-The Robin","Nov 1, 2021","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","橙光游戏","橙光游戏"
"6452","AMaze DOS","Dec 30, 2021","$1.09","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","kazakovstudios","kazakovstudios"
"6464","ZAR","Apr 26, 2021","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","PancakeGames","Piece Of Voxel"
"6479","The Last Act","Mar 16, 2021","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Snowhaven Studios","Snowhaven Studios"
"6480","Command Line Pilot","Jul 21, 2021","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Alexander Van den Bulck, Harry Lane","Alexander Van den Bulck, Harry Lane"
"6517","[Neolithic]To the End","Dec 7, 2021","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","orochi2k","orochi2k, RMAsia"
"6519","6 Feet Behind","Mar 2, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","ApeHardware","ApeHardware"
"6557","The Miserable Crimson Hooded Girl","Dec 31, 2021","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Yai Gameworks","Yai Gameworks"
"6560","Rebellion Gaia","Jun 29, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Jiv Jago, Independent studio","Jiv Jago, Independent studio"
"6568","Fallen Flowers","Nov 4, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Dawnwing House","RMking"
"6582","The Wolf's Den","Jul 6, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Fried Octopus","Fried Octopus"
"6593","Marble Parkour 2: Roll and roll","Aug 8, 2021","$0.55","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Tero Lunkka, Valkeala Software","Tero Lunkka"
"6595","Save The Octo","Jul 20, 2021","$1.29","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Fenous","kovalevviktor"
"6615","The Quiet Apocalypse","Nov 11, 2021","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Little Denis Games","Little Denis Games"
"6635","Pingers","Jul 29, 2021","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Allen Games","Allen Games"
"6642","Panda in the clouds","Aug 23, 2021","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Attack Studio","Attack Studio"
"6648","Ancra","Oct 29, 2021","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","For7s","For7s"
"6649","Weird Cinema","Oct 28, 2021","$7.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","白醋零卡","白醋零卡"
"6656","Carestia","May 31, 2021","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","River Stone Games","River Stone Games"
"6665","Unshaded","Jul 21, 2021","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Ametist studio","Ametist studio"
"6679","Push The Box 3D","Feb 24, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","NanningsGames","NanningsGames"
"6685","ROUGH KUTS: The Thirsty Dead","Sep 23, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","ROUGH KUTS","ROUGH KUTS"
"6687","Race for Your Life","Dec 1, 2021","$1.19","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","DduXan","kovalevviktor"
"6692","Cartridge Monsters","Feb 4, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Happenstance Games","Happenstance Games"
"6699","ASMR LIGHTness - Light painting","Apr 23, 2021","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Airem","Airem"
"6706","A Hole In Space","Feb 4, 2021","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Clever AI","Hoi 4 Deu"
"6707","Oracle Trials","Feb 12, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Termeno, s.r.o.","Termeno, s.r.o."
"6737","Skotos","Sep 17, 2021","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","KomodoBit Games","KomodoBit Games"
"6744","Hard Driver 2","Jun 18, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Wertex Games","Gigantum Games"
"6745","Spider-Robots War","Apr 2, 2021","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Laush Dmitriy Sergeevich","Laush Studio"
"6770","Scrapshoot","Oct 22, 2021","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Pyrebug Studios","Pyrebug Studios"
